id,titulo,duracao,ano,artista_id,genero_id
630,Over My Head (Cable Car),236,2005,367,1
631,Bennie and the Jets (2014 Remaster),322,1973,379,1
632,(Don't Fear) The Reaper,308,1976,385,1
633,back to friends,199,2024,386,1
634,Rhiannon,252,1975,387,1
635,Summertime,206,2005,297,1
636,Photograph,258,2014,12,1
637,Chasing After You,207,2021,388,1
638,Blown Away,240,2012,389,1
639,Girl On Fire,224,2012,267,1
640,My Hero,260,1997,305,1
641,Far Away,238,2005,390,1
642,Come & Get It,231,2013,391,1
643,Car Radio,267,2011,106,1
644,Boogie Rock (2020 Remaster),153,1960,392,1
645,Wanted Dead or Alive,308,1986,95,1
646,Aerials,235,2001,375,1
647,Sweet Emotion,274,1975,358,1
648,Like a G6,216,2010,393,1
649,The Nights,176,2014,394,1
650,Heart Attack,210,2013,395,1
651,Photograph,258,2005,390,1
652,Maneater,258,2006,396,1
653,How It’s Done,176,2025,397,1
654,Burn It Down,233,2023,398,1
655,Pick Me Up,169,2020,313,1
656,Sk8er Boi,204,2002,3,1
657,Welcome to the Black Parade,311,2006,11,1
658,All I Wanted,229,2009,7,1
659,The Family Madrigal,257,2021,399,1
660,Here Tonight,216,2018,400,1
661,What You Won't Do for Love,286,1978,401,1
662,Banana Pancakes,191,2005,402,1
663,Part of Me,216,2012,166,1
664,Boo'd Up,256,2017,403,1
665,Helena,202,2004,11,1
666,Makin' Good Love,271,2002,404,1
667,Sports car,165,2025,405,1
668,Nothing's Gonna Change My Love for You,242,1985,406,1
669,"jealousy, jealousy",173,2021,336,1
670,Promise,267,2006,159,1
671,Little Saint Nick,122,1964,236,1
672,Linger,274,1993,101,1
673,Just a Girl,209,1995,128,1
674,Thousandfold (Live),244,2019,407,1
675,The Call of the Mountains (Live),257,2019,407,1
676,A Rose for Epona (Live),264,2019,407,1
677,King (Live),304,2019,407,1
678,Gimme Shelter (Remastered 2019),270,1969,33,1
679,Ategnatos (Live),299,2019,407,1
680,Inis Mona (Live),528,2019,407,1
681,Epona (Live),239,2019,407,1
682,Deathwalker (Live),297,2019,407,1
683,Here Comes the Sun (2019 Mix),185,1969,170,1
684,Breathe (Live),265,2019,407,1
685,Ambiramus (Live),187,2019,407,1
686,Worship (Live),327,2019,407,1
687,You Can't Always Get What You Want (Remastered 2019),448,1969,33,1
688,Havoc (Live),306,2019,407,1
689,Artio (Live),201,2019,407,1
690,Helvetios (Live),286,2019,407,1
691,Interstate Love Song (2019 Remaster),194,1994,251,1
692,Rebirth (Live),299,2019,407,1
693,Lovefool,193,1996,408,1
694,Drumsolo (Live),205,2019,407,1
695,Come Together (2019 Mix),260,1969,170,1
696,Little Red Corvette,303,1982,409,1
697,Tequila,195,2018,410,1
698,Here Comes the Sun (2019 Mix),185,1969,170,1
699,GIVE HEAVEN SOME HELL,217,2020,411,1
700,Chamber of Reflection,231,2014,184,1
701,Covet,227,2012,412,1
702,"My Family (From ""The Addams Family"" Original Motion Picture Soundtrack)",177,2019,413,1
703,Something (2019 Mix),182,1969,170,1
704,One Thing Right,181,2019,369,1
705,Big Empty (2019 Remaster),294,1994,251,1
706,My Body,244,2010,414,1
707,I'm Comin' Over,197,2015,415,1
708,2019,189,2019,416,1
709,Now or Never,214,2017,417,1
710,PrimeTime (feat. Miguel),280,2013,418,1
711,Vasoline (2019 Remaster),176,1994,251,1
712,Houdini,203,2011,419,1
713,Interstate Love Song,194,1994,251,1
714,Come Together (2019 Mix),260,1969,170,1
715,Take Me to Church,241,2013,339,1
716,No Good,235,2016,353,1
717,From the Ground Up,255,2016,410,1
718,Still Breathing,224,2016,273,1
719,Snapback,206,2015,420,1
720,I Won't Give In,229,2015,421,1
721,Comfortably Numb,382,1979,422,1
722,Five O'clock Rock (2019 Remastered),164,1955,423,1
723,Oh! Darling (2019 Mix),207,2019,170,1
724,Gravity,245,2006,252,1
725,"Another Brick In the Wall, Pt. 2",238,1979,422,1
726,You Should Be Here,189,2015,424,1
727,Child in Time (2018 Remastered Version),617,1970,425,1
728,Hard Lovin' Man (2018 Remastered Version),428,1970,425,1
729,Bloodsucker (2018 Remastered Version),252,1970,425,1
730,Into the Fire (2018 Remastered Version),209,1970,425,1
731,Speed King (2018 Remastered Version),351,1970,425,1
732,Flight of the Rat (2018 Remastered Version),473,1970,425,1
733,The Man,230,2015,426,1
734,Living Wreck (2018 Remastered Version),272,1970,425,1
735,Modern Love,288,1983,427,1
736,Let's Dance,457,1983,427,1
737,Bringin' On The Heartbreak (Remastered 2018),273,1981,428,1
738,Sympathy For The Devil,378,1968,33,1
739,2018,354,2020,310,1
740,2018,117,2010,429,1
741,2018,200,2021,430,1
742,Street Fighting Man,195,1968,33,1
743,Live and Let Die,194,1973,431,1
744,Red River Rock (2018 Version),299,2009,432,1
745,I Think I'm Paranoid,218,1998,433,1
746,Let It Go (Remastered 2018),283,1981,428,1
747,China Girl,333,1983,427,1
748,My Love,248,1973,431,1
749,Cloudbusting (2018 Remaster),309,1985,434,1
750,The Weight (Remixed 2018),285,1968,161,1
751,Meadow,208,2017,251,1
752,Blackbird (2018 Mix),138,1968,170,1
753,High 'N' Dry (Saturday Night) [Remastered 2018],206,1981,428,1
754,Blackbird (Take 28),135,1968,170,1
755,While My Guitar Gently Weeps (2018 Mix),285,1968,170,1
756,"Ob-La-Di, Ob-La-Da (2018 Mix)",188,1968,170,1
757,Blue Jean,191,1984,427,1
758,No Expectations,236,1968,33,1
759,Special,223,1998,433,1
760,가난한 여인들의 기도 (2018 Remastered Version),303,2008,435,1
761,Back In the U.S.S.R. (2018 Mix),163,1968,170,1
762,Always Something There to Remind Me (2018 Remaster),219,1983,436,1
763,그대 떠난 이밤에 (2018 Remastered Version),219,2008,435,1
764,Push It,242,1998,433,1
765,Dear Prudence (2018 Mix),234,1968,170,1
766,Arizona Drinking Bar,191,2018,437,1
767,Stray Cat Blues,277,1968,33,1
768,Dancing in the Moonlight,232,1972,438,1
769,Never Said (2018 Remaster),196,1993,439,1
770,불놀이야 (2018 Remastered Version),212,2018,435,1
771,I Think I'm Paranoid,218,1998,433,1
772,2018,137,2019,440,1
773,Urban Relaxing Song,180,2018,437,1
774,Cat People (Putting Out Fire),309,1983,427,1
775,Salt Of The Earth,287,1968,33,1
776,Mirror Mirror (Look Into My Eyes) [Remastered 2018],247,1979,428,1
777,Switch 625 (Remastered 2018),183,1981,428,1
778,Wasted Years,207,2018,441,1
779,Special,223,1998,433,1
780,Jigsaw Puzzle,366,1968,33,1
781,Bitter Harvest,359,2018,442,1
782,Dear Doctor,202,1968,33,1
783,"Ob-La-Di, Ob-La-Da (Esher Demo)",190,1968,170,1
784,Prodigal Son,171,1968,33,1
785,그래 (2018 Remastered Version),238,2008,435,1
786,Another Hit And Run (Remastered 2018),298,1979,428,1
787,Factory Girl,129,1968,33,1
788,Birthday (2018 Mix),161,1968,170,1
789,Parachute Woman,140,1968,33,1
790,Rocky Raccoon (2018 Mix),213,1968,170,1
791,Owner of a Lonely Heart (130 BPM),245,2018,443,1
792,I Will (2018 Mix),105,1968,170,1
793,Happiness Is a Warm Gun (2018 Mix),164,1968,170,1
794,When I Grow Up,204,1998,433,1
795,Lady Strange (Remastered 2018),278,1981,428,1
796,Helter Skelter (2018 Mix),269,1968,170,1
797,Wolf Like Me (Mixed),276,2018,444,1
798,Crazy,315,2017,445,1
799,Amor en rock (2018 Remastered Version),236,1986,446,1
800,김삿갓 (2018 Remastered Version),241,2008,435,1
801,Sweet Home Alabama (130 BPM),214,2018,447,1
802,.44,192,2017,448,1
803,You Got Me Runnin' (Remastered 2018),263,1981,428,1
804,When I Grow Up,204,1998,433,1
805,Aunque no sea conmigo (2018 Remaster),208,2005,449,1
806,Glass Onion (2018 Mix),137,1968,170,1
807,Somewhere Only We Know,236,2017,450,1
808,Hangover in Hannover,242,2018,451,1
809,Martha My Dear (2018 Mix),148,1968,170,1
810,Julia (2018 Mix),176,1968,170,1
811,Rock 'N' Roll Is King,193,1983,452,1
812,Here Comes the Rain Again,295,1983,380,1
813,Dogs (2018 Remix),1026,1977,422,1
814,"6'1"" (2018 Remaster)",186,1993,439,1
815,I'm So Tired (2018 Mix),123,1968,170,1
816,My Love,248,1973,431,1
817,Mother Nature's Son (2018 Mix),167,1968,170,1
818,"Hi, Hi, Hi",190,1973,431,1
819,The Harlem Shuffle (130 BPM),206,2018,453,1
820,Everybody's Got Something to Hide Except Me and My Monkey (2018 Mix),144,1968,170,1
821,2018,284,2021,454,1
822,Rhythms of Night Rock,184,2018,437,1
823,You Look So Fine,322,1998,433,1
824,Sexy Sadie (2018 Mix),195,1968,170,1
825,On Through The Night (Remastered 2018),306,1981,428,1
826,Yer Blues (2018 Mix),241,1968,170,1
827,The Continuing Story of Bungalow Bill (2018 Mix),194,1968,170,1
828,Remedy (2018 Remaster),158,2002,455,1
829,Forgotten Ballade,272,2018,456,1
830,Don't Pass Me By (2018 Mix),230,1968,170,1
831,Train to Buzz Rock (2018 Remaster),173,2018,457,1
832,2018,301,2020,458,1
833,Across the Universe (Take 6),232,1968,170,1
834,The Trick Is To Keep Breathing,251,1998,433,1
835,Why Don't We Do It In the Road? (2018 Mix),101,1968,170,1
836,Piggies (2018 Mix),124,1968,170,1
837,Sat In Your Lap (2018 Remaster),209,1982,434,1
838,Trusty Chords (2018 Remaster),169,2002,455,1
839,Cry Baby Cry (2018 Mix),181,1968,170,1
840,Loving the Alien,432,1984,427,1
841,Last Nite,162,2017,459,1
842,"Long, Long, Long (2018 Mix)",186,1968,170,1
843,What You Give Is What You Get (feat. John Diva) [Party Like a Red Neck],244,2018,460,1
844,Child of Nature (Esher Demo),157,1968,170,1
845,영희야 놀자 (2018 Remastered Version),279,2018,435,1
846,Push It,242,1998,433,1
847,Revolution 1 (2018 Mix),255,1968,170,1
848,Albatross (2018 Master),191,1968,387,1
849,Wild Honey Pie (2018 Mix),53,1968,170,1
850,No No No (Remastered 2018),193,1981,428,1
851,Temptation Waits,276,1998,433,1
852,"Pigs On the Wing, Pt. 1 (2018 Remix)",85,1977,422,1
853,Girls Like You,205,2018,461,1
854,Every Time We Touch (feat. SixteenInMono),196,2021,462,1
855,Savoy Truffle (2018 Mix),174,1968,170,1
856,I Am (I'm Me) [2018 Remaster],215,1983,463,1
857,Honey Pie (2018 Mix),161,1968,170,1
858,Sheep (2018 Remix),617,1977,422,1
859,The Art of Letting Go,275,2018,251,1
860,2018,297,2019,464,1
861,She Will Be Loved,236,2017,465,1
862,Life Is a Highway (2018 Version),264,2019,466,1
863,Tonight,225,1984,467,1
864,The Kids Are Back (2018 Remaster),196,1983,463,1
865,Roll Me Under,225,2018,251,1
866,2018,204,2025,468,1
867,Somebody To Love (130 BPM),236,2018,469,1
868,Pretty Pistol,160,2018,470,1
869,The Last Dancer,210,2018,471,1
870,Blood Circulator,222,2018,472,1
871,The Moonlight Shadow,302,2018,473,1
872,Good Night (2018 Mix),195,1968,170,1
873,Help Me Mary (2018 Remaster),136,1993,439,1
874,No One Is to Blame (Single Mix),255,1984,474,1
875,Angel (Remastered 2018),382,1998,475,1
876,Mesmerizing (2018 Remaster),235,1993,439,1
877,While My Guitar Gently Weeps (Esher Demo),161,1968,170,1
878,Hey Jude (Take 1),404,1968,170,1
879,Always Something There to Remind Me (Jellybean Extended Remix 2018 Remaster),339,1983,436,1
880,Black Magic Woman (2018 Master),172,1968,387,1
881,Broken Halos,179,2017,328,1
882,Back In the U.S.S.R. (Esher Demo),179,1968,170,1
883,Dear Prudence (Esher Demo),287,1968,170,1
884,Numb,194,2018,476,1
885,Stratford-On-Guy (2018 Remaster),179,1993,439,1
886,In My Blood,213,2018,461,1
887,Piggies (Esher Demo),125,1968,170,1
888,Way Too Long,229,2018,477,1
889,Road to Texas,218,2018,437,1
890,Knocking,204,2018,478,1
891,Honky Tonk Woman (130 BPM),221,2018,479,1
892,Blackbird (Esher Demo),154,1968,170,1
893,영희야 놀자 (2018 Remastered Instrumental Version),279,2018,435,1
894,Middle of Nowhere,221,2018,251,1
895,Thought She'd Be Mine,331,2018,251,1
896,Cry Baby Cry (Unnumbered Rehearsal),182,1968,170,1
897,Free Fallin',241,2017,480,1
898,Revolution (Esher Demo),246,1968,170,1
899,Revolution 9 (2018 Mix),500,1968,170,1
900,Re:Re: (2016 Rerecorded),332,2004,472,1
901,Shatter (2018 Remaster),328,1993,439,1
902,Explain It To Me (2018 Remaster),191,1993,439,1
903,Hammering In My Head,292,1998,433,1
904,Yer Blues (Take 5 with Guide Vocal),237,1968,170,1
905,"Pigs On the Wing, Pt. 2 (2018 Remix)",93,1977,422,1
906,Bluebird,253,1983,452,1
907,Junk (Esher Demo),156,1968,170,1
908,Chest Fever (Remixed 2018),328,1968,161,1
909,Glory (2018 Remaster),89,1993,439,1
910,Sunny Afternoon,179,2017,481,1
911,When You Love Me,200,2018,437,1
912,Never Tear Us Apart (2017 Remaster),184,1987,482,1
913,Headless Chicken (feat. Jesper Binzer & Jacob Binzer),227,2017,483,1
914,"""Heroes"" (2017 Remaster)",371,1977,427,1
915,Lucy In The Sky With Diamonds (2017 Mix),207,1967,170,1
916,Need You Tonight (2017 Remaster),181,1987,482,1
917,Seven Wonders (2017 Remaster),222,1987,387,1
918,Karma Police (Remastered),261,1997,484,1
919,With A Little Help From My Friends (2017 Mix),165,1967,170,1
920,A Day In The Life (2017 Mix),330,1967,170,1
921,Sgt. Pepper's Lonely Hearts Club Band (2017 Mix),122,1967,170,1
922,Let Down (Remastered),299,1997,484,1
923,Man On the Moon,313,1992,485,1
924,New Sensation (2017 Remaster),220,1987,482,1
925,Everywhere (2017 Remaster),226,1987,387,1
926,Little Lies (2017 Remaster),221,1987,387,1
927,Everybody Hurts,320,1992,485,1
928,When I'm Sixty-Four (2017 Mix),160,1967,170,1
929,Big Love (2017 Remaster),223,1987,387,1
930,2017,214,2023,486,1
931,Paranoid Android (Remastered),383,1997,484,1
932,Devil Inside (2017 Remaster),313,1987,482,1
933,2017,171,2023,487,1
934,Maps,231,2016,481,1
935,Getting Better (2017 Mix),167,1967,170,1
936,She's Leaving Home (2017 Mix),205,1967,170,1
937,Everybody Hurts,320,1992,485,1
938,How to Save a Life,310,2016,488,1
939,Drive,271,1992,485,1
940,Fixing A Hole (2017 Mix),157,1967,170,1
941,Lovely Rita (2017 Mix),165,1967,170,1
942,Being For The Benefit Of Mr. Kite! (2017 Mix),159,1967,170,1
943,Sound and Vision,183,1977,427,1
944,Ashes to Ashes,266,1980,427,1
945,Within You Without You (2017 Mix),307,1967,170,1
946,Lucy In the Sky with Diamonds (2017 Remix),207,1967,170,1
947,The Underdog,222,2007,489,1
948,Penny Lane (Stereo Mix 2017),179,1967,170,1
949,Strawberry Fields Forever (Stereo Mix 2015),246,1967,170,1
950,Nightswimming,258,1992,485,1
951,Sgt. Pepper's Lonely Hearts Club Band (Reprise) [2017 Mix],80,1967,170,1
952,Miami 2017 (Seen the Lights Go Out On Broadway),314,1976,378,1
953,Addicted,219,2016,490,1
954,Rock and Come In,242,2017,491,1
955,With a Little Help From My Friends (2017 Remix),165,1967,170,1
956,Family Man (2017 Remaster),247,1987,387,1
957,Sgt. Pepper's Lonely Hearts Club Band (2017 Remix),122,1967,170,1
958,Man On The Moon,313,1992,485,1
959,(Can't Live Without Your) Love and Affection (Remastered 2017),236,1990,492,1
960,A Day In the Life (2017 Remix),330,1967,170,1
961,Scary Monsters (And Super Creeps),313,1980,427,1
962,Miami 2017 (Seen the Lights Go Out On Broadway),314,1976,378,1
963,Mediate (2017 Remaster),155,1987,482,1
964,When I'm Sixty-Four (2017 Remix),160,1967,170,1
965,Drive,271,1992,485,1
966,Turns Me On,279,2017,445,1
967,Bring Me to Life (Acoustic Version),184,2017,493,1
968,2017,245,2017,494,1
969,If You Only Knew,310,2016,470,1
970,2017,146,2018,495,1
971,Pumped up Kicks (Acoustic Version),188,2017,496,1
972,Tears Me Apart,331,2017,441,1
973,"When Doves Cry (7"" Single Edit) [2017 Remaster]",228,1984,497,1
974,Nightswimming,258,1992,485,1
975,2017,277,2017,498,1
976,2017,156,2024,499,1
977,Rock (147 BPM Tabata Mix),290,2017,447,1
978,Glad Rags,249,2016,500,1
979,With a Little Help From My Friends,165,1967,170,1
980,Lucy In the Sky with Diamonds,207,1967,170,1
981,Good Morning Good Morning (2017 Mix),154,1967,170,1
982,One I Want,233,2017,501,1
983,Try Not To Breathe,230,1992,485,1
984,The Sidewinder Sleeps Tonite,249,1992,485,1
985,Tango in the Night (2017 Remaster),242,1987,387,1
986,Beauty and the Beast (2017 Remaster),216,1977,427,1
987,All in This Together,283,2016,502,1
988,1440,416,2007,503,1
989,Find The River,232,1992,485,1
990,Coming Home,393,2016,504,1
991,2017,174,2021,505,1
992,2017 (Live),271,2023,506,1
993,2017,147,2016,507,1
994,Find the River,232,1992,485,1
995,Sweetness Follows,261,1992,485,1
996,Penny Lane (Capitol Records Mono US Promo Mix),181,1967,170,1
997,Don't Look Back in Anger,276,2017,459,1
998,Flavor (Live),117,2025,508,1
999,Kick (2017 Remaster),194,1987,482,1
1000,Breaking Glass,112,1977,427,1
1001,Miami 2017 (I've Seen the Lights Go Out On Broadway) [Live],306,1981,378,1
1002,Speed of Life,167,1977,427,1
1003,Be My Wife,176,1977,427,1
1004,My Brave Face,201,1989,509,1
1005,Up the Hill Backwards,195,1980,427,1
1006,Guns in the Sky (2017 Remaster),141,1987,482,1
1007,Shape of You,235,2017,461,1
1008,2017,277,2017,498,1
1009,With a Little Help From My Friends (Take 1 / False Start and Take 2 / Instrumental),196,1967,170,1
1010,When I'm Sixty-Four,160,1967,170,1
1011,Getting Better (2017 Remix),167,1967,170,1
1012,Praying for Time,280,1990,510,1
1013,Uso,205,2009,511,1
1014,Sgt. Pepper's Lonely Hearts Club Band (Take 9 and Speech),156,1967,170,1
1015,Any Other Way,203,2017,512,1
1016,You Got Yr. Cherry Bomb,189,2007,489,1
1017,Boys Keep Swinging,198,1979,427,1
1018,New Orleans Instrumental No. 1,135,1992,485,1
1019,It's Hard to Get Around the Wind,192,2017,513,1
1020,Ranbu No Melody,233,2018,511,1
1021,Monty Got A Raw Deal,197,1992,485,1
1022,The Sidewinder Sleeps Tonite,249,1992,485,1
1023,Lovely Rita (2017 Remix),165,1967,170,1
1024,The Loved One (2017 Remaster),215,1987,482,1
1025,2017 - Jak Każdy Inny,410,2020,514,1
1026,Geordie,364,2017,477,1
1027,2017,232,2025,515,1
1028,Try Not To Breathe,230,1992,485,1
1029,Mystified (2017 Remaster),189,1987,387,1
1030,Party Like a Rock Star,161,2017,516,1
1031,Fixing a Hole (2017 Remix),157,1967,170,1
1032,The Best Days,284,2017,517,1
1033,What in the World,144,1977,427,1
1034,D.J.,241,1979,427,1
1035,She's Leaving Home (2017 Remix),205,1967,170,1
1036,Sons of the Silent Age (2017 Remaster),200,1977,427,1
1037,Being For the Benefit of Mr. Kite! (2017 Remix),159,1967,170,1
1038,Rocket Man (I Think It's Going To Be A Long Long Time) [Remastered 2017],281,1972,379,1
1039,Caroline (2017 Remaster),233,1987,387,1
1040,Strawberry Fields Forever (Take 7),196,1967,170,1
1041,2017 (A Treatise of Human Nature),414,2019,518,1
1042,Seven Wonders (Early Version) [2017 Remaster],274,1987,387,1
1043,3055,326,2007,503,1
1044,Sweetness Follows,261,1992,485,1
1045,Wild Life (2017 Remaster),189,1987,482,1
1046,Within You Without You (2017 Remix),307,1967,170,1
1047,Amar Y Vivir (feat. Comisario Pantera) [En Vivo],182,2017,519,1
1048,Calling All Nations (2017 Remaster),182,1987,482,1
1049,Blackout (2017 Remaster),229,1977,427,1
1050,Isn't It Midnight (2017 Remaster),253,1987,387,1
1051,2017,72,2025,520,1
1052,Getting Better (Take 1 / Instrumental and Speech at the End),138,1967,170,1
1053,What up Dawg (Live),178,2025,508,1
1054,Good Morning Good Morning (2017 Remix),154,1967,170,1
1055,Tossing Tears (Live),275,2025,508,1
1056,Wicked Game,183,2017,481,1
1057,Noone's Slave,372,2016,521,1
1058,Butterfly (Live),177,2025,508,1
1059,Cherish (2017 Remaster for 192) [Remastered],208,1966,522,1
1060,No Traffic,275,2017,523,1
1061,Tiny Daggers (2017 Remaster),213,1987,482,1
1062,Teenage Wildlife,418,1980,427,1
1063,Fly Away,183,2016,476,1
1064,Holding Roses (Live),152,2025,508,1
1065,Telephone (Live),179,2025,508,1
1066,Fixing a Hole (Speech and Take 3),207,1967,170,1
1067,The Trust,215,2017,524,1
1068,Penny Lane (Take 6 / Instrumental),176,1967,170,1
1069,She's Leaving Home (Take 1 / Instrumental),229,1967,170,1
1070,Wanted You (Live),200,2025,508,1
1071,In the Meadow (Live),355,2025,508,1
1072,Shake Your Lonely (Live),215,2025,508,1
1073,Keep It Together (Live),160,2025,508,1
1074,I Found a New Way (Live),144,2025,508,1
1075,Lovely Rita (Speech and Take 9),184,1967,170,1
1076,Stoned Memories,242,2016,525,1
1077,Making Breakfast (Live),135,2025,508,1
1078,Sgt. Pepper's Lonely Hearts Club Band (Reprise) [2017 Remix],80,1967,170,1
1079,The Secret Life of Arabia (2017 Remaster),226,1977,427,1
1080,"Mr. Misunderstood (feat. McKinley James) [Live at Bridgestone Arena, Nashville, TN / May 26, 2017]",316,2019,149,1
1081,Monty Got a Raw Deal,197,1992,485,1
1082,Boomers (Live),175,2025,508,1
1083,My Brave Face,200,1989,509,1
1084,Petit goutte d'alcool,197,2016,526,1
1085,Getting Better,167,1967,170,1
1086,The Stranger Within,248,2017,527,1
1087,Break the Chains,213,2017,528,1
1088,Shapeshifter,207,2017,529,1
1089,Lucy In the Sky with Diamonds (2017 Remix),207,1967,170,1
1090,"Miami 2017 (Seen the Lights Go Out On Broadway) [Live at Shea Stadium, Queens, NY - July 2008]",260,1976,378,1
1091,2017,133,2018,530,1
1092,Blue Coupe (Live),259,2025,508,1
1093,Walk to the One You Love (Live),184,2025,508,1
1094,Being For the Benefit of Mr. Kite! (Take 4),187,1967,170,1
1095,Bitter Sweet Symphony,357,1997,531,1
1096,"Shot Caller (Remix) [feat. Diddy, Rick Ross & Charlie Rock] [2016 Remastered]",211,2016,532,1
